t,q0,q1,q2,qd0,qd1,qd2,m,jd,sig0,sig1
0.0,1.0471975511965976,-1.0471975511965976,-1.0471975511965976,-0.007104701519699074,0.01449224298603933,-0.015287491290708147,2.5980762113533165,-0.01538935056940597,2.646747526086393,0.98242393470222
0.03333333333333333,1.0400928496768986,-1.0327053082105584,-1.0624850424873058,-0.0059074941094585534,0.012548248443106827,-0.014752147851888466,2.6002281187411618,-0.01532984762908986,2.646747526086393,0.98242393470222
0.06666666666666667,1.03418535556744,-1.0201570597674516,-1.0772371903391942,-0.004731683936039788,0.01066851034391172,-0.014381328810023327,2.601592193295385,-0.015299684628232006,2.639034148404961,0.9858122506174442
0.1,1.0294536716314002,-1.00948854942354,-1.0916185191492176,-0.003606293834662527,0.008874663365841695,-0.014113331138397276,2.602194379291813,-0.015298623909992735,2.6302915912503257,0.9893178337899953
0.13333333333333333,1.0258473777967376,-1.0006138860576983,-1.1057318502876148,-0.0025283887290390434,0.007160010500378967,-0.01393547901231523,2.6020579349246735,-0.015325572404573157,2.620471313316801,0.9929732570249657
0.16666666666666666,1.0233189890676986,-0.9934538755573193,-1.11966732929993,-0.001495474099209968,0.005518118700114007,-0.01383600497231887,2.601187771241949,-0.015379616769835375,2.6095310882323988,0.9968027524070996
0.2,1.0218235149684887,-0.9879357568572054,-1.133503334272249,-0.0005052436781319129,0.003942867077707129,-0.013804124143109638,2.5995721983182234,-0.015459994872667488,2.5974347262853525,1.00082291655349
0.23333333333333334,1.0213182712903568,-0.9839928897794983,-1.1473074584153586,0.0004444212751091763,0.002428453150233996,-0.013829975801114388,2.5971845476089768,-0.015566074588942576,2.5841516963669116,1.005043377004681
0.26666666666666666,1.021762692565466,-0.9815644366292643,-1.161137434216473,0.0013554594505574107,0.0009693881722057747,-0.013904563078850936,2.5939847081466514,-0.015697335863180745,2.5696567848027847,1.0094673823709623
0.3,1.0231181520160233,-0.9805950484570585,-1.175041997295324,0.0022296400330319007,-0.0004395136474818276,-0.014019693422736495,2.589920596140536,-0.01585335557848256,2.553929799228166,1.0140923203618384
0.3333333333333333,1.0253477920490552,-0.9810345621045403,-1.1890616907180607,0.003068573949946846,-0.0018031488285013362,-0.014167921551405008,2.5849295737240503,-0.016033794823808584,2.536955322854431,1.0189101678052574
0.36666666666666664,1.028416365999002,-0.9828377109330416,-1.2032296122694657,0.0038737241701237665,-0.003126139004732744,-0.0143424958592178,2.5789398289050727,-0.016238388193129456,2.518722522451209,1.02390787628137
0.4,1.0322900901691257,-0.9859638499377744,-1.2175721081286834,0.00464641391285169,-0.004412844549589826,-0.014537308711098505,2.571871725613569,-0.016466934796435857,2.4992250123046773,1.0290676961663006
0.43333333333333335,1.0369365040819774,-0.9903766944873642,-1.232109416839782,0.005387831979236609,-0.005667376505430388,-0.01474685077542037,2.563639130213894,-0.016719290703763955,2.478460776050597,1.0343674408674843
0.4666666666666667,1.042324336061214,-0.9960440709927946,-1.2468562676152022,0.006099034649373277,-0.006893606257730055,-0.014966169370903469,2.554150718968685,-0.01699536257913821,2.4564321484416305,1.0397806919230588
0.5,1.0484233707105872,-1.0029376772505245,-1.2618224369861057,0.006780943727843287,-0.008095172666147194,-0.015190830707467214,2.543311269665074,-0.017295102291226935,2.4331458596765327,1.0452769444751604
0.5333333333333333,1.0552043144384304,-1.0110328499166716,-1.277013267693573,0.007434340386438535,-0.009275486564207097,-0.01541688584351288,2.5310229398719746,-0.01761850231149022,2.4086131458224505,1.0508216914209876
