t,q0,q1,q2,qd0,qd1,qd2,m,jd,sig0,sig1
0.0,1.0471975511965976,-1.0471975511965976,-1.0471975511965976,-0.0007861453844975362,0.0018551307156362126,-0.002650379020305089,2.5980762113533165,-0.01538935056940597,2.651927370521033,0.9797588424831318
0.03333333333333333,1.0464114058121001,-1.0453424204809614,-1.0498479302169028,-0.00018022831436635364,0.0012021569051100614,-0.003582664235032308,2.5982492908910246,-0.015389491601172436,2.651927370521033,0.9797588424831318
0.06666666666666667,1.0462311774977338,-1.0441402635758512,-1.053430594451935,0.0004194131418791213,0.0005529411571357111,-0.004516127587980544,2.5980352731078846,-0.015411226076873336,2.6487969780282787,0.9808359397335985
0.1,1.0466505906396129,-1.0435873224187155,-1.0579467220399157,0.0010105733775715542,-9.087467778446994e-05,-0.005448777474098251,2.597416380047466,-0.015454536162784058,2.6441638611061244,0.9823205052658487
0.13333333333333333,1.0476611640171845,-1.0436781970965001,-1.063395499514014,0.0015913676616443057,-0.0007283224453321765,-0.00637941636529212,2.5963645987881883,-0.015519393213658758,2.6380246642232485,0.9842078559764617
0.16666666666666666,1.0492525316788288,-1.0444065195418324,-1.0697749158793062,0.002159921658399128,-0.001358506418636865,-0.0073068811582457545,2.5948416079392422,-0.015605774162482116,2.630376460809846,0.9864905828500066
0.2,1.051412453337228,-1.0457650259604692,-1.077081797037552,0.002714376724143545,-0.001980617992859997,-0.008230054470915352,2.5927991422540124,-0.015713661155871535,2.6212167593326283,0.9891586161360234
0.23333333333333334,1.0541268300613715,-1.0477456439533293,-1.0853118515084672,0.003252892132220542,-0.002593949323411598,-0.00914787382170604,2.590179454523013,-0.01584304114678553,2.6105435166290047,0.9921993018019911
0.26666666666666666,1.057379722193592,-1.0503395932767408,-1.0944597253301733,0.0037736448608455602,-0.0031979058405628533,-0.01005933886772011,2.5869158670092625,-0.015993905419655688,2.598355159606829,0.9955974869119527
0.3,1.0611533670544377,-1.0535374991173037,-1.1045190641978935,0.004274826671185989,-0.003792017658147296,-0.010963516452712149,2.5829334035977105,-0.016166249034895434,2.584650616143275,0.9993356113453641
0.3333333333333333,1.0654281937256238,-1.057329516775451,-1.1154825806506057,0.004754638244319192,-0.00437594997859736,-0.011859543257330435,2.5781494931625764,-0.01636007017752881,2.569429356307356,1.0033938029211875
0.36666666666666664,1.070182831969943,-1.0617054667540484,-1.1273421239079362,0.005211280180254794,-0.0049495126820751825,-0.01274662588008632,2.572474734349646,-0.016575369392247886,2.5526914453818415,1.0077499726822041
0.4,1.0753941121501978,-1.0666549794361235,-1.1400887497880225,0.005642940686168572,-0.005512669372409573,-0.01362403820315267,2.565813712024729,-0.016812148684472,2.534437610590905,1.0123799068095856
0.43333333333333335,1.0810370528363664,-1.072167648808533,-1.1537127879911753,0.0060477797914283435,-0.00606554623608438,-0.014491115908545075,2.5580658560416163,-0.017070410463851868,2.5146693239727034,1.0172573513563825
0.4666666666666667,1.0870848326277949,-1.0782331950446173,-1.1682039038997203,0.006423909921408648,-0.006608441152874513,-0.015347248003568922,2.5491263337108196,-0.017350156303027067,2.493388904501661,1.0223540856817512
0.5,1.0935087425492036,-1.084841636197492,-1.1835511519032893,0.006769372638783017,-0.007141833579337388,-0.0161918651858878,2.5388869683770574,-0.017651385480173278,2.4705996434036943,1.027639980097822
